S,T,M,F,W,TM,CO,C,
"0,00000004",36000000,"1245,984771",1218000000,"0,000000042",28,28,"0,1879400377",
"0,000000044",62000000,"1470,638211",1139000000,"0,000000002",57,98,"2,839184086",
"0,000000041",51000000,"1390,3208",1167000000,"0,000000054",193,87,"0,8376244769",
"0,000000043",50000000,"1232,457532",748000000,"0,000000082",284,28,"1,25791104",
"0,000000042",70000000,"1031,451869",1245000000,"0,000000067",33,79,"22,12434284",
"0,000000051",56000000,"1061,699543",1129000000,"0,000000051",14,90,"78,46460198",
"0,000000042",56000000,"1271,540279",564000000,"0,000000054",278,12,"0,02022956072",
"0,000000051",55000000,"1158,940309",1236000000,"0,000000021",40,47,"0,4633380033",
"0,000000055",70000000,"1159,049811",360000000,"0,000000071",109,1,"0,02098751989",
"0,00000006",68000000,"1007,57215",917000000,"0,000000072",117,56,"4,466675079",
"0,000000043",63000000,"1047,498027",1331000000,"0,000000046",-4,29,"0,006651959655",
"0,000000048",49000000,"1006,338807",437000000,"0,0000001",5,40,"0,001298022762",
"0,000000047",64000000,"1351,680966",652000000,"0,000000073",206,84,"28,40143016",
"0,000000054",45000000,"1037,503741",394000000,"0,000000065",32,44,"0,0003399852688",
"0,000000042",69000000,"1312,588647",825000000,"0,000000085",288,33,"0,0002759614795",
"0,000000059",62000000,"1118,144669",1388000000,"0,000000046",207,63,"0,03281003944",
"0,000000043",30000000,"1091,140103",1387000000,"0,000000067",219,62,"19,0199531",
"0,000000042",62000000,"1027,187274",1410000000,"0,000000047",285,49,"0,04334929581",
"0,000000047",57000000,"1253,254139",1190000000,"0,000000025",162,51,"0,0002093219151",
"0,00000006",67000000,"1264,201706",1377000000,"0,000000061",162,63,"800,2178665",
"0,000000051",50000000,"1199,9699",1359000000,"0,00000004",209,81,"0,0002270883575",
"0,000000058",51000000,"1237,552824",343000000,"0,000000098",261,49,"2,208693071",
"0,000000052",57000000,"1371,982887",1358000000,"0,000000059",15,78,"0,003634968497",
"0,000000042",31000000,"1191,893018",1082000000,"0,000000097",168,15,"0,001982233814",
"0,00000005",33000000,"1099,025775",282000000,"0,000000031",145,26,"23,26945402",
"0,000000054",35000000,"1318,704203",499000000,"0,000000062",187,14,"6,023232531",
"0,000000043",40000000,"1322,267296",501000000,"0,000000088",237,62,"0,01109282372",
"0,000000055",32000000,"1381,933783",415000000,"0,000000071",201,47,"0,02199731494",
"0,000000041",33000000,"1338,909736",1269000000,"0,000000025",287,47,"0,01114347297",
"0,000000045",33000000,"1174,840956",1474000000,"0,000000044",280,79,"0,08130680454",
"0,00000004",47000000,"1269,330196",738000000,"0,000000055",19,72,"14,1831445",
"0,000000045",48000000,"1477,901035",547000000,"0,000000069",199,17,"0,0001519342868",
"0,00000005",70000000,"1140,640013",1259000000,"0,000000089",20,24,"0,01278488887",
"0,000000052",69000000,"1442,744253",1128000000,"0,000000078",58,50,"527,4381395",
"0,000000055",61000000,"1398,949603",653000000,"0,00000007",142,79,"8,02346271",
"0,000000051",36000000,"1398,18277",1005000000,"0,000000086",63,97,"11,13070662",
"0,000000056",46000000,"1083,755553",1324000000,"0,000000036",61,56,"1,062588967",
"0,000000049",45000000,"1383,768944",1392000000,"0,000000001",57,68,"0,1037556026",
"0,000000045",30000000,"1419,856361",655000000,"0,000000069",123,26,"0,3100169473",
"0,000000046",34000000,"1319,20437",867000000,"0,000000088",173,43,"0,0001147582829",
"0,000000058",54000000,"1248,510914",1059000000,"0,00000006",167,83,"0,1968123283",
"0,000000058",59000000,"1427,271823",580000000,"0,000000003",7,88,"122,6746452",
"0,00000004",37000000,"1143,94809",1445000000,"0,000000086",288,35,"0,7119066477",
"0,000000052",45000000,"1039,591219",829000000,"0,000000091",-4,25,"9,933993637",
"0,000000047",38000000,"1052,899901",1339000000,"0,000000015",194,88,"0,0001959474068",
"0,000000056",35000000,"1432,019893",264000000,"0,000000089",172,62,"1,193699853",
"0,000000058",65000000,"1482,958116",571000000,"0,000000035",195,78,"0,01957094305",
"0,000000043",35000000,"1196,351961",1012000000,"0,00000001",109,27,"0,1668018305",
"0,000000048",59000000,"1224,95241",1363000000,"0,000000018",21,43,"0,04581661656",
"0,000000045",58000000,"1451,360308",798000000,"0,000000008",-1,68,"8,410038236",
"0,000000057",44000000,"1470,23682",1137000000,"0,000000016",227,11,"0,06370521305",
"0,000000048",52000000,"1406,218002",597000000,"0,000000004",117,5,"4,970281772",
"0,000000048",57000000,"1316,081933",275000000,"0,000000095",105,52,"0,3557531024",
"0,00000005",64000000,"1397,797356",1140000000,"0,000000047",-8,34,"0,0007382957912",
"0,00000004",59000000,"1201,948206",953000000,"0,000000004",108,55,"990,3209244",
"0,000000054",59000000,"1147,950178",986000000,"0,000000071",207,81,"0,07404016528",
"0,000000048",36000000,"1392,217317",761000000,"0,00000006",65,7,"0,005354524574",
"0,00000005",52000000,"1003,109605",1124000000,"0,000000004",177,33,"9,151004783",
"0,000000054",31000000,"1393,253179",1349000000,"0,000000011",254,72,"1,37289078",
"0,000000044",45000000,"1084,724669",730000000,"0,000000058",282,68,"240,8873584",
"0,000000058",49000000,"1036,035187",682000000,"0,000000098",56,20,"105,4019359",
"0,000000045",41000000,"1361,254236",501000000,"0,000000011",295,51,"0,0003427028204",
"0,000000043",64000000,"1061,946228",1218000000,"0,000000039",213,96,"107,6937236",
"0,00000004",37000000,"1049,635914",1335000000,"0,000000045",17,90,"0,0007095588437",
"0,000000047",50000000,"1055,81571",1275000000,"0,000000096",183,39,"123,9090319",
"0,000000058",67000000,"1123,043309",215000000,"0,000000022",277,37,"0,0003526299643",
"0,000000046",33000000,"1184,531446",524000000,"0,000000089",172,48,"0,0009218157752",
"0,000000041",67000000,"1081,904809",1009000000,"0,000000031",283,14,"0,0003781535627",
"0,000000056",46000000,"1324,277258",441000000,"0,000000048",148,1,"0,09045216818",
"0,00000005",62000000,"1083,940365",1164000000,"0,000000096",114,31,"0,3913210432",
"0,000000053",34000000,"1017,868234",981000000,"0,000000039",6,57,"12,1652191",
"0,000000046",49000000,"1206,556802",1294000000,"0,000000094",238,59,"0,6105644041",
"0,000000046",35000000,"1464,201645",1024000000,"0,000000026",78,59,"13,83529515",
"0,000000048",52000000,"1469,313848",402000000,"0,000000019",81,4,"0,684725921",
"0,000000058",64000000,"1143,286856",310000000,"0,000000033",95,12,"127,1114993",
"0,000000055",36000000,"1096,134595",476000000,"0,000000025",176,25,"10,24530335",
"0,000000059",48000000,"1156,744456",805000000,"0,000000026",1,23,"5,398197052",
"0,000000049",55000000,"1175,097155",627000000,"0,000000048",63,20,"24,2955074",
"0,000000051",54000000,"1169,468421",501000000,"0,000000094",201,66,"0,0001553707342",
"0,000000051",46000000,"1339,436582",791000000,"0,000000032",125,19,"29,3132817",
"0,00000006",59000000,"1173,031466",892000000,"0,00000005",288,100,"0,008755589156",
"0,000000054",58000000,"1066,043551",251000000,"0,000000085",133,96,"36,87387795",
"0,000000058",49000000,"1425,403173",1404000000,"0,000000014",146,7,"276,6214183",
"0,00000006",67000000,"1269,322515",320000000,"0,000000011",263,87,"0,004639292253",
"0,00000005",56000000,"1319,974484",1492000000,"0,000000003",220,87,"0,0001475457418",
"0,000000054",69000000,"1168,627161",641000000,"0,000000024",189,77,"164,903202",
"0,000000054",30000000,"1385,385986",452000000,"0,000000024",144,18,"0,1663740402",
"0,000000044",65000000,"1169,303808",1424000000,"0,000000013",52,13,"0,0001599762384",
"0,000000059",34000000,"1347,196778",1332000000,"0,000000063",266,23,"0,0006524069965",
"0,000000043",49000000,"1221,129854",470000000,"0,000000036",152,84,"0,0003446932602",
"0,000000053",64000000,"1494,276987",855000000,"0,000000017",35,60,"128,6107512",
"0,000000055",45000000,"1186,93665",1160000000,"0,000000093",80,86,"328,8807799",
"0,000000052",69000000,"1483,540442",798000000,"0,000000001",275,20,"0,2551708411",
"0,000000047",67000000,"1059,566912",850000000,"0,000000032",115,53,"130,7764597",
"0,000000059",69000000,"1003,150131",1470000000,"0,000000067",290,20,"1,125571871",
"0,000000057",60000000,"1430,962047",567000000,"0,000000036",183,23,"0,3173796301",
"0,000000053",43000000,"1158,835104",901000000,"0,000000089",15,6,"0,006393739096",
"0,000000048",51000000,"1224,842707",475000000,"0,00000002",120,19,"39,23780227",
"0,000000058",42000000,"1382,971836",559000000,"0,000000018",203,72,"0,004638821166",
"0,000000054",36000000,"1018,687276",729000000,"0,000000055",128,13,"1,554747415",
"0,000000041",59000000,"1119,439073",740000000,"0,00000009",228,48,"0,3086120729",
"0,000000047",55000000,"1473,890986",823000000,"0,000000029",237,89,"0,9037310341",
"0,00000005",48000000,"1357,096507",356000000,"0,000000019",271,26,"0,0003099637251",
"0,000000056",67000000,"1270,27959",407000000,"0,000000016",2,20,"0,01704404431",
"0,000000057",45000000,"1064,521604",632000000,"0,000000082",-7,62,"1,235994619",
"0,000000048",32000000,"1065,542402",985000000,"0,000000056",81,46,"549,5201553",
"0,000000054",35000000,"1082,135188",547000000,"0,000000051",66,57,"0,0001664986982",
"0,00000004",67000000,"1317,443231",920000000,"0,000000001",224,100,"420,0586189",
"0,000000045",49000000,"1114,136546",713000000,"0,000000017",181,36,"0,003260347837",
"0,00000005",63000000,"1270,47556",1291000000,"0,000000055",85,85,"0,002435621257",
"0,000000047",55000000,"1011,148143",945000000,"0,000000027",272,20,"5,847434837",
"0,000000059",31000000,"1105,376975",682000000,"0,000000062",45,26,"0,1576832349",
"0,000000042",54000000,"1369,844721",483000000,"0,0000001",56,36,"0,001084624766",
"0,000000049",38000000,"1023,84581",1035000000,"0,0000001",54,17,"5,04661475",
"0,000000048",64000000,"1493,131643",472000000,"0,000000082",181,98,"1,481212191",
"0,00000004",31000000,"1118,960078",937000000,"0,000000094",257,74,"278,8391027",
"0,00000004",51000000,"1043,974836",1157000000,"0,000000013",70,2,"929,1104897",
"0,000000057",63000000,"1499,049454",935000000,"0,000000071",235,6,"635,3874442",
"0,00000004",63000000,"1198,414023",737000000,"0,0000001",101,43,"0,0001333519786",
"0,000000051",62000000,"1156,790222",1476000000,"0,000000076",178,28,"0,0005576563731",
"0,000000042",38000000,"1114,568989",404000000,"0,00000001",81,95,"0,0002501197815",
"0,00000006",50000000,"1131,569314",215000000,"0,000000004",286,93,"0,001097761942",
"0,000000051",44000000,"1010,845136",454000000,"0,000000041",283,19,"983,5665278",
"0,000000051",31000000,"1109,998004",471000000,"0,000000058",167,90,"0,4640188939",
"0,000000051",38000000,"1209,641777",1362000000,"0,000000041",22,83,"434,0316757",
"0,000000049",68000000,"1262,960873",1005000000,"0,000000095",287,30,"0,00202211619",
"0,00000004",45000000,"1094,558374",590000000,"0,000000096",124,71,"7,302337504",
"0,000000047",61000000,"1476,688068",1114000000,"0,000000043",284,99,"0,0006677785416",
"0,000000041",68000000,"1436,588147",723000000,"0,000000096",60,19,"914,7466629",
"0,000000059",42000000,"1106,776399",366000000,"0,000000099",-4,35,"431,250665",
"0,000000047",68000000,"1425,603595",608000000,"0,000000008",188,4,"1,910620558",
"0,000000042",69000000,"1257,40794",692000000,"0,000000003",117,8,"79,72481906",
"0,000000055",60000000,"1150,407995",530000000,"0,000000067",40,9,"15,21703968",
"0,000000057",44000000,"1160,587955",467000000,"0,000000089",92,46,"23,64229258",
"0,000000058",32000000,"1176,893893",505000000,"0,000000073",155,82,"0,7052744456",
"0,00000006",34000000,"1432,221359",554000000,"0,000000091",11,94,"0,0436878275",
"0,00000006",41000000,"1197,87172",753000000,"0,000000078",7,35,"3,465784466",
"0,00000006",37000000,"1001,258167",1308000000,"0,000000035",264,33,"0,01446602653",
"0,00000006",44000000,"1458,678983",207000000,"0,000000045",5,6,"8,844408672",
"0,000000052",30000000,"1415,763645",320000000,"0,000000071",11,90,"0,01530442212",
"0,00000004",52000000,"1483,833834",1208000000,"0,000000074",0,25,"0,0001889547221",
"0,000000053",39000000,"1104,221253",1101000000,"0,000000027",5,65,"0,005153446239",
"0,000000053",54000000,"1046,151885",835000000,"0,000000046",293,79,"211,1508746",
"0,000000043",63000000,"1223,082485",1251000000,"0,000000037",207,34,"0,006667309722",
"0,000000043",38000000,"1280,607988",1347000000,"0,000000055",92,77,"1,394339077",
"0,000000058",35000000,"1421,77479",1068000000,"0,000000054",53,14,"73,6035367",
"0,000000049",51000000,"1370,815897",316000000,"0,000000024",274,24,"0,001888805328",
"0,000000059",54000000,"1056,118174",1233000000,"0,000000041",90,51,"0,1392830236",
"0,000000047",56000000,"1041,649302",1436000000,"0,000000055",122,50,"0,008261070238",
"0,000000056",51000000,"1440,246213",696000000,"0,000000036",33,15,"0,3104337468",
"0,000000045",62000000,"1212,882619",1237000000,"0,000000061",290,50,"0,0003800835212",
"0,000000051",36000000,"1138,353331",746000000,"0,000000047",28,5,"0,5569290784",
"0,00000006",67000000,"1086,746755",569000000,"0,000000032",252,48,"0,06077078295",
"0,000000049",32000000,"1311,386114",1041000000,"0,000000072",193,35,"582,6125533",
"0,000000045",61000000,"1208,241921",1116000000,"0,000000081",205,57,"19,0252989",
"0,000000054",70000000,"1383,462685",702000000,"0,000000012",75,90,"1,151903643",
"0,000000053",44000000,"1397,510327",1381000000,"0,000000044",262,75,"1,910398118",
"0,000000056",68000000,"1419,45389",924000000,"0,000000003",23,95,"87,91794182",
"0,000000058",58000000,"1475,438906",411000000,"0,000000088",36,88,"5,891237036",
"0,000000044",47000000,"1382,719504",940000000,"0,000000075",280,21,"0,0246168389",
"0,000000048",61000000,"1399,144843",562000000,"0,000000006",178,13,"0,0001425338489",
"0,000000049",50000000,"1402,199462",1198000000,"0,0000001",98,53,"114,5421668",
"0,000000046",43000000,"1375,612662",1011000000,"0,000000008",56,42,"0,003215521251",
"0,000000052",52000000,"1235,465785",984000000,"0,000000066",275,81,"0,01262695981",
"0,000000052",66000000,"1007,334279",1063000000,"0,000000078",203,46,"0,01765652576",
"0,000000048",55000000,"1191,307951",885000000,"0,000000095",10,50,"0,01055821446",
"0,000000046",35000000,"1141,496001",1316000000,"0,000000003",72,94,"0,009235604989",
"0,000000043",55000000,"1427,129322",1408000000,"0,000000067",0,29,"0,0008817182171",
"0,00000006",41000000,"1387,517463",1109000000,"0,000000007",2,73,"16,26764286",
"0,000000053",65000000,"1075,862844",723000000,"0,000000037",49,16,"25,56367419",
"0,000000047",65000000,"1350,344891",1073000000,"0,000000064",75,50,"1,8931793",
"0,000000046",46000000,"1280,071502",995000000,"0,000000085",115,2,"5,340811097",
"0,000000059",53000000,"1307,918048",1271000000,"0,000000095",73,62,"284,3993577",
"0,000000046",65000000,"1120,99602",946000000,"0,000000017",196,70,"407,1185631",
"0,000000049",69000000,"1470,061089",851000000,"0,000000094",202,49,"1,674232708",
"0,000000049",66000000,"1463,975307",1177000000,"0,000000026",82,75,"9,772501111",
"0,000000041",37000000,"1167,398703",1240000000,"0,00000002",253,75,"0,002368061967",
"0,000000058",67000000,"1493,131587",244000000,"0,000000006",174,32,"232,5459374",
"0,000000041",69000000,"1477,7906",476000000,"0,000000053",30,87,"0,09690242972",
"0,000000054",58000000,"1154,534026",1453000000,"0,000000063",157,28,"0,1238755307",
"0,000000056",31000000,"1244,541612",543000000,"0,000000023",111,97,"33,2180105",
"0,000000047",67000000,"1353,093704",227000000,"0,000000018",155,24,"0,0002853113055",
"0,000000053",55000000,"1335,925377",547000000,"0,000000022",261,12,"0,01792258659",
"0,000000049",50000000,"1171,876699",201000000,"0,000000097",180,31,"9,239872124",
"0,000000052",50000000,"1445,314079",632000000,"0,00000004",10,63,"0,007100031832",
"0,000000053",43000000,"1478,836668",895000000,"0,000000017",100,6,"0,122452186",
"0,000000047",30000000,"1411,705338",1417000000,"0,00000002",-3,34,"0,0008882373514",
"0,000000049",61000000,"1313,467363",563000000,"0,000000038",101,23,"8,396915282",
"0,000000057",50000000,"1323,260453",955000000,"0,000000099",1,35,"0,0006253784145",
"0,000000052",43000000,"1170,669195",1311000000,"0,000000025",15,97,"0,0007099818433",
"0,000000041",39000000,"1243,51186",999000000,"0,000000019",19,85,"933,2346957",
"0,000000059",53000000,"1120,140777",1174000000,"0,000000007",59,67,"0,001994353242",
"0,000000049",57000000,"1408,368423",682000000,"0,000000038",56,83,"218,1278157",
"0,000000054",50000000,"1273,582671",913000000,"0,000000081",198,41,"0,001339640002",
"0,00000005",69000000,"1389,463875",737000000,"0,000000044",35,16,"8,659707853",
"0,000000055",42000000,"1478,488016",581000000,"0,000000046",236,98,"151,8970943",
"0,000000048",68000000,"1408,589681",635000000,"0,000000021",255,57,"0,05646400752",
"0,000000041",63000000,"1323,656716",961000000,"0,000000043",242,70,"52,52668808",
"0,000000042",65000000,"1442,072083",326000000,"0,000000006",240,69,"102,1321276",
"0,000000047",48000000,"1267,981395",963000000,"0,000000063",171,22,"0,002263905142",
"0,000000044",61000000,"1141,452187",271000000,"0,000000036",179,91,"0,001226821997",
"0,000000054",30000000,"1388,503702",1269000000,"0,000000015",161,55,"87,08985189",
"0,000000053",54000000,"1156,476186",383000000,"0,000000036",213,83,"234,5048401",
"0,000000055",67000000,"1207,028722",379000000,"0,000000061",240,32,"332,0296506",
"0,000000048",57000000,"1112,283232",704000000,"0,000000055",119,39,"81,14256298",
"0,000000045",45000000,"1125,326871",592000000,"0,000000073",134,88,"0,0004037162157",
"0,000000043",68000000,"1019,184824",379000000,"0,000000058",186,75,"0,1003675175",
"0,000000058",64000000,"1138,572588",283000000,"0,000000007",40,98,"0,1252325352",
"0,000000052",41000000,"1480,269274",1042000000,"0,000000007",50,28,"122,764166",
"0,00000004",40000000,"1424,405282",884000000,"0,000000091",38,62,"0,2609745839",
"0,000000043",52000000,"1479,25716",267000000,"0,000000083",17,50,"0,6508688135",
"0,000000041",61000000,"1222,901579",1497000000,"0,000000074",157,59,"0,000216180235",
"0,000000042",68000000,"1243,911133",1313000000,"0,000000004",228,28,"0,07958722551",
"0,000000048",38000000,"1240,682024",325000000,"0,000000031",207,76,"0,05887926889",
"0,000000048",32000000,"1474,509929",1278000000,"0,000000057",268,79,"0,001479376151",
"0,000000045",33000000,"1373,01557",724000000,"0,000000067",258,82,"0,1390430277",
"0,000000056",47000000,"1333,389461",959000000,"0,000000073",137,65,"712,6222124",
"0,000000053",38000000,"1341,620234",1369000000,"0,000000046",228,8,"34,25758338",
"0,000000044",46000000,"1311,602863",1120000000,"0,000000075",299,21,"177,3741169",
"0,000000057",49000000,"1276,188472",864000000,"0,000000036",68,78,"0,07890900029",
"0,00000006",40000000,"1418,937981",815000000,"0,000000033",292,26,"0,01116942274",
"0,000000041",56000000,"1215,604936",608000000,"0,000000062",35,16,"231,1410026",
"0,000000045",36000000,"1400,750402",383000000,"0,000000098",291,37,"3,604583912",
"0,000000056",30000000,"1494,297244",1496000000,"0,000000065",1,80,"37,45986608",
"0,000000058",56000000,"1131,528728",726000000,"0,000000051",118,21,"0,01161745298",
"0,000000049",46000000,"1291,90699",1198000000,"0,000000039",131,65,"9,510779368",
"0,000000048",33000000,"1303,326709",1056000000,"0,00000002",130,3,"0,0001892892523",
"0,000000059",66000000,"1425,037087",913000000,"0,000000044",52,40,"7,875437587",
"0,000000045",63000000,"1045,005732",711000000,"0,000000027",190,94,"0,0003755005142",
"0,000000045",31000000,"1420,588586",598000000,"0,000000086",292,98,"0,02459314668",
"0,000000053",53000000,"1023,775869",338000000,"0,000000055",8,91,"870,6206377",
"0,000000075",22000000,"1336,318199",489000000,"0,000000062",71,6,"0,04868852253",
"0,000000076",46000000,"1187,260393",775000000,"0,000000067",122,20,"0,001203597371",
"0,000000074",38000000,"1248,718114",802000000,"0,000000017",184,25,"202,7830452",
"0,000000075",39000000,"1466,008504",710000000,"0,000000032",247,72,"157,736843",
"0,000000068",20000000,"1256,940499",319000000,"0,000000077",198,5,"0,02375020729",
"0,000000069",49000000,"1032,124062",746000000,"0,000000086",204,39,"0,0002118910148",
"0,00000008",36000000,"1207,875504",682000000,"0,000000026",87,97,"0,8312126409",
"0,000000068",44000000,"1478,860531",867000000,"0,000000008",31,38,"0,176320201",
"0,000000064",29000000,"1218,068418",160000000,"0,000000057",88,64,"37,8994463",
"0,000000066",34000000,"1373,360296",827000000,"0,00000005",212,33,"0,104567666",
"0,000000071",40000000,"1297,167375",447000000,"0,000000055",-6,52,"0,010482002",
"0,000000075",30000000,"1435,209602",869000000,"0,00000004",29,63,"444,1864057",
"0,000000075",50000000,"1192,078559",472000000,"0,000000091",249,94,"73,13083748",
"0,000000076",41000000,"1197,471167",361000000,"0,000000008",209,71,"0,0004136006322",
"0,00000008",24000000,"1205,83462",977000000,"0,000000094",67,43,"0,005873991582",
"0,000000067",23000000,"1324,988768",601000000,"0,000000091",7,39,"1,053874584",
"0,000000079",47000000,"1068,028931",447000000,"0,000000063",14,26,"0,001582223719",
"0,000000072",32000000,"1152,989215",904000000,"0,000000066",200,20,"9,084887008",
"0,000000064",39000000,"1070,023406",930000000,"0,000000043",256,70,"0,004000784254",
"0,000000067",29000000,"1393,607219",786000000,"0,000000064",173,80,"0,01690471983",
"0,000000072",33000000,"1136,299211",765000000,"0,00000002",39,61,"1,66597129",
"0,000000074",42000000,"1460,508495",579000000,"0,000000013",234,27,"0,03748314884",
"0,000000076",23000000,"1299,403756",944000000,"0,000000048",44,85,"0,004200237685",
"0,000000061",45000000,"1424,181486",731000000,"0,000000021",59,91,"0,0001860026677",
"0,000000074",22000000,"1328,877253",692000000,"0,000000036",67,71,"0,002032409298",
"0,000000075",43000000,"1119,915459",152000000,"0,000000062",22,74,"2,88584506",
"0,000000071",47000000,"1441,058132",392000000,"0,000000057",60,13,"244,199401",
"0,00000006",34000000,"1344,501107",257000000,"0,000000048",294,65,"0,02048428562",
"0,000000066",36000000,"1376,317755",399000000,"0,000000072",144,70,"0,0003011412921",
"0,000000078",37000000,"1049,112084",428000000,"0,000000009",208,2,"12,71450726",
"0,000000068",26000000,"1470,425992",913000000,"0,000000038",197,71,"0,001992287422",
"0,000000078",22000000,"1437,796315",265000000,"0,000000008",62,96,"0,04991355005",
"0,000000076",36000000,"1097,575045",681000000,"0,00000003",27,63,"0,0002861413486",
"0,000000068",30000000,"1331,980972",902000000,"0,000000017",108,24,"27,65313446",
"0,000000066",23000000,"1212,07804",391000000,"0,000000051",240,44,"698,6969074",
"0,000000062",24000000,"1050,145582",159000000,"0,000000046",83,52,"89,82673012",
"0,00000006",44000000,"1234,712309",633000000,"0,000000095",31,49,"0,0004961091745",
"0,000000072",38000000,"1062,424093",545000000,"0,000000093",200,38,"0,02230926233",
"0,000000078",20000000,"1296,707891",450000000,"0,000000092",79,94,"420,9352631",
"0,000000062",50000000,"1316,75486",261000000,"0,000000059",98,85,"0,001666331635",
"0,000000075",40000000,"1080,915894",433000000,"0,000000083",239,70,"8,251684181",
"0,000000061",43000000,"1346,013853",932000000,"0,000000041",289,61,"0,1324455113",
"0,00000006",36000000,"1154,966403",244000000,"0,000000015",177,39,"0,3996401731",
"0,000000062",46000000,"1074,360219",853000000,"0,00000001",240,16,"0,003969116149",
"0,000000062",38000000,"1127,293498",492000000,"0,000000056",112,53,"416,1711306",
"0,000000074",46000000,"1361,127232",647000000,"0,000000045",53,56,"0,001771099666",
"0,000000073",25000000,"1033,627802",459000000,"0,000000043",272,66,"1,386797836",
"0,000000072",37000000,"1287,650013",834000000,"0,000000021",244,95,"0,0001715114169",
"0,00000008",46000000,"1071,611473",259000000,"0,000000092",185,48,"0,01580647756",
"0,000000072",35000000,"1487,390662",376000000,"0,000000048",217,75,"0,03557781105",
"0,000000077",24000000,"1395,064681",238000000,"0,000000029",99,88,"211,722939",
"0,000000078",25000000,"1493,872149",120000000,"0,00000001",128,74,"0,01030024282",
"0,00000006",34000000,"1290,426597",396000000,"0,000000058",166,66,"0,004639122489",
"0,000000075",39000000,"1380,845601",316000000,"0,000000064",201,39,"0,03952325808",
"0,000000078",35000000,"1327,122315",202000000,"0,000000069",124,31,"410,7477205",
"0,000000069",25000000,"1461,686621",113000000,"0,000000043",94,2,"978,1535839",
"0,000000065",40000000,"1274,994127",660000000,"0,000000008",203,57,"0,00370122712",
"0,000000078",31000000,"1012,451432",679000000,"0,000000004",28,35,"0,0009172238909",
"0,000000073",31000000,"1247,221095",719000000,"0,000000084",184,40,"0,001875781054",
"0,000000077",36000000,"1467,843225",947000000,"0,000000099",54,13,"420,3071185",
"0,000000078",43000000,"1070,884085",744000000,"0,000000092",87,14,"32,20392252",
"0,000000076",38000000,"1089,374706",448000000,"0,000000043",234,87,"0,04932423035",
"0,000000065",34000000,"1231,879027",662000000,"0,000000095",17,27,"0,01056191888",
"0,000000065",31000000,"1318,408382",216000000,"0,000000036",40,55,"138,6693982",
"0,000000067",45000000,"1441,414031",924000000,"0,000000052",178,71,"5,080324184",
"0,000000067",23000000,"1446,97055",260000000,"0,00000003",18,46,"88,26761687",
"0,000000072",29000000,"1240,834627",477000000,"0,000000054",256,27,"131,0304691",
"0,000000067",34000000,"1480,03513",998000000,"0,000000007",291,47,"0,01603976744",
"0,000000076",50000000,"1295,806974",761000000,"0,000000002",221,79,"0,001920755006",
"0,000000074",50000000,"1433,444067",192000000,"0,000000084",256,20,"2,952237593",
"0,000000079",26000000,"1333,563778",674000000,"0,000000012",179,55,"0,03641628032",
"0,000000063",28000000,"1441,164387",246000000,"0,000000056",206,69,"1,742831476",
"0,000000074",48000000,"1384,409103",952000000,"0,000000066",28,91,"26,29903878",
"0,000000072",40000000,"1008,886819",740000000,"0,000000096",62,58,"0,01540742957",
"0,000000072",29000000,"1195,22245",814000000,"0,000000049",256,17,"0,2432634611",
"0,000000062",35000000,"1193,065477",666000000,"0,000000096",238,15,"0,0389078494",
"0,000000076",45000000,"1365,352774",414000000,"0,000000092",255,25,"0,1673770234",
"0,000000062",36000000,"1245,715342",691000000,"0,000000012",207,88,"0,0005262039418",
"0,000000066",50000000,"1398,910334",436000000,"0,000000077",297,22,"611,3856732",
"0,000000069",43000000,"1006,268185",765000000,"0,000000056",157,69,"58,71653038",
"0,000000064",35000000,"1089,725693",207000000,"0,000000015",9,5,"0,0001149264442",
"0,000000078",32000000,"1148,495528",934000000,"0,000000058",219,11,"18,81852662",
"0,000000078",38000000,"1331,638961",250000000,"0,000000064",153,90,"0,0003979597732",
"0,000000064",46000000,"1479,208216",194000000,"0,000000055",258,99,"0,6918624863",
"0,000000072",50000000,"1335,608484",353000000,"0,000000025",8,87,"0,01608042629",
"0,000000069",44000000,"1207,719229",111000000,"0,000000023",175,18,"61,83976614",
"0,000000061",24000000,"1102,500831",156000000,"0,000000007",187,48,"8,90911861",
"0,000000062",44000000,"1152,802682",199000000,"0,00000008",92,92,"0,0009877996322",
"0,000000064",50000000,"1245,268244",576000000,"0,000000023",207,18,"108,8836577",
"0,000000076",37000000,"1364,305847",133000000,"0,000000001",280,57,"637,5547646",
"0,000000072",28000000,"1033,274647",202000000,"0,00000003",223,45,"8,943071128",
"0,000000064",42000000,"1317,191246",699000000,"0,000000086",89,1,"115,4502334",
"0,000000062",25000000,"1384,346485",421000000,"0,000000082",274,80,"3,344654359",
"0,000000065",22000000,"1089,434203",702000000,"0,000000077",131,6,"0,7221177215",
"0,000000076",44000000,"1004,064979",781000000,"0,000000095",25,75,"15,15693456",
"0,000000077",30000000,"1485,023838",861000000,"0,00000008",269,98,"53,97417315",
"0,000000064",40000000,"1147,056044",287000000,"0,000000006",199,60,"0,3925694129",
"0,000000062",32000000,"1077,766719",908000000,"0,000000005",180,74,"0,006378099788",
"0,000000061",21000000,"1489,562697",752000000,"0,00000001",239,65,"0,1307407549",
"0,000000065",38000000,"1369,444524",731000000,"0,00000001",273,15,"0,06352905475",
"0,000000073",39000000,"1177,201633",244000000,"0,000000081",101,23,"0,07828806738",
"0,000000061",34000000,"1111,210164",236000000,"0,000000041",98,29,"47,24574329",
